Frame,Track_ID,Orig_X1,Orig_Y1,Orig_X2,Orig_Y2,Adj_X1,Adj_Y1,Adj_X2,Adj_Y2
39,16,512,408,1112,914,452,307,1172,914
39,17,705,448,1585,960,617,347,1279,960
39,21,1072,399,2218,857,958,308,1279,857
39,28,742,414,1570,902,659,317,1279,902
39,31,1048,248,1969,562,956,187,1279,562
40,2,676,165,1375,399,606,118,1279,399
40,3,1015,201,2090,467,907,148,1279,467
40,4,435,428,969,962,382,321,1022,962
40,5,233,277,548,635,202,205,580,635
40,6,1052,357,2177,792,940,271,1279,792
40,7,952,95,1941,238,853,66,1279,238
40,8,1524,132,2582,325,1419,94,1279,325
40,9,608,165,1243,392,545,120,1279,392
40,10,848,210,1783,492,756,155,1279,492
40,11,1252,285,2553,655,1123,213,1279,655
40,12,1172,140,2381,339,1052,100,1279,339
40,13,588,409,1200,896,527,311,1261,896
40,14,806,105,1636,264,723,73,1279,264
40,16,509,406,1107,913,450,306,1166,913
40,17,691,446,1555,955,605,344,1279,955
40,21,1050,387,2180,840,938,297,1279,840
40,28,732,415,1550,899,651,319,1279,899
40,31,1057,250,1980,563,966,187,1279,563
41,2,673,166,1374,401,603,119,1279,401
41,3,1011,201,2087,468,904,148,1279,468
41,4,433,429,964,964,380,322,1016,964
41,5,232,277,545,636,201,205,575,636
41,6,1054,358,2173,792,942,273,1279,792
41,7,949,95,1940,239,850,66,1279,239
41,8,1541,132,2601,326,1435,94,1279,326
41,9,605,165,1240,392,541,119,1279,392
41,10,841,211,1776,495,747,156,1279,495
41,11,1248,283,2546,652,1119,210,1279,652
41,12,1174,140,2382,339,1053,100,1279,339
41,13,589,410,1203,899,528,313,1264,899
41,14,803,105,1636,265,720,73,1279,265
41,16,506,403,1099,909,447,303,1159,909
41,17,675,455,1525,963,590,354,1279,963
41,21,1038,395,2158,847,926,305,1279,847
41,28,723,417,1531,898,642,321,1279,898
41,31,1067,251,1991,565,975,188,1279,565
41,38,725,418,1487,918,649,318,1279,918
42,2,670,166,1372,401,601,119,1279,401
42,3,1007,201,2081,469,900,149,1279,469
42,4,428,430,956,965,376,323,1008,965
42,5,231,276,542,635,201,204,573,635
42,6,1049,361,2165,794,938,275,1279,794
42,7,945,95,1938,240,847,67,1279,240
42,8,1558,132,2620,327,1452,95,1279,327
42,9,603,165,1238,392,539,119,1279,392
42,10,833,212,1768,497,739,156,1279,497
42,11,1244,282,2538,650,1116,209,1279,650
42,12,1175,140,2383,340,1055,101,1279,340
42,13,592,410,1209,899,532,313,1270,899
42,14,800,106,1635,266,718,74,1279,266
42,16,502,401,1092,906,444,301,1150,906
42,17,660,457,1509,964,575,356,1279,964
42,21,1030,399,2145,852,918,309,1279,852
42,28,712,416,1515,894,632,321,1279,894
42,31,1077,252,2003,566,985,189,1279,566
42,38,701,419,1473,927,624,319,1279,927
43,2,667,166,1370,401,597,119,1279,401
43,3,1002,202,2078,471,895,149,1279,471
43,4,423,431,949,967,371,324,1001,967
43,5,231,275,539,635,201,204,569,635
43,6,1015,364,2158,809,901,274,1279,809
43,7,942,96,1936,241,843,67,1279,241
43,8,1574,133,2639,327,1469,94,1279,327
43,9,601,165,1237,393,538,120,1279,393
43,10,829,214,1762,500,737,158,1279,500
43,11,1235,281,2529,650,1106,208,1279,650
43,12,1173,141,2385,342,1052,102,1279,342
43,13,594,409,1211,896,533,311,1273,896
43,14,798,106,1635,267,715,74,1279,267
43,16,497,399,1082,902,439,299,1139,902
43,17,645,459,1493,965,561,358,1279,965
43,21,1033,405,2161,863,921,314,1279,863
43,28,701,415,1500,890,621,320,1279,890
43,31,1087,253,2014,568,994,190,1279,568
43,38,687,422,1464,933,609,320,1279,933
44,2,664,166,1368,402,594,119,1279,402
44,3,997,204,2075,474,890,150,1279,474
44,4,418,430,941,967,367,323,993,967
44,5,230,275,535,634,200,203,566,634
44,6,1008,366,2150,814,894,277,1279,814
44,7,937,97,1936,243,837,68,1279,243
44,8,1591,133,2658,328,1485,95,1279,328
44,9,598,166,1235,395,536,121,1279,395
44,10,825,217,1754,503,733,160,1279,503
44,11,1225,282,2519,652,1096,209,1279,652
44,12,1170,143,2388,345,1048,104,1279,345
44,13,599,407,1217,894,538,310,1278,894
44,14,796,107,1635,268,713,74,1279,268
44,16,489,397,1070,900,432,297,1128,900
44,17,638,458,1477,969,555,356,1279,969
44,21,1018,393,2138,851,906,303,1279,851
44,28,690,414,1484,886,611,320,1279,886
44,31,1097,254,2025,569,1004,191,1279,569
44,38,680,437,1457,950,602,335,1279,950
45,2,662,166,1366,403,592,119,1279,403
45,3,993,205,2069,476,886,152,1279,476
45,4,415,430,936,968,363,324,987,968
45,5,228,274,531,634,198,203,560,634
45,6,1003,368,2143,817,890,278,1279,817
45,7,934,98,1934,246,834,70,1279,246
45,8,1608,133,2678,328,1502,94,1279,328
45,9,594,166,1230,396,531,121,1279,396
45,10,819,218,1745,505,727,161,1279,505
45,11,1216,283,2510,653,1087,209,1279,653
45,12,1167,145,2389,348,1045,105,1279,348
45,13,605,405,1225,891,544,309,1279,891
45,14,795,107,1632,269,711,75,1279,269
45,16,482,396,1057,898,425,296,1115,898
45,17,623,459,1462,970,541,358,1279,970
45,21,1012,387,2130,846,900,296,1279,846
45,28,679,412,1468,882,600,319,1279,882
45,31,1106,255,2036,571,1014,192,1279,571
45,38,667,429,1442,941,590,327,1279,941
46,2,658,166,1360,403,588,119,1279,403
46,3,988,206,2063,477,881,152,1279,477
46,4,412,430,930,968,361,323,981,968
46,5,225,273,524,633,196,203,554,633
46,6,992,369,2134,823,878,279,1279,823
46,7,934,99,1929,246,835,70,1279,246
46,9,589,166,1224,396,525,121,1279,396
46,10,812,219,1733,506,721,162,1279,506
46,11,1207,284,2504,656,1079,210,1279,656
46,12,1165,147,2389,350,1043,107,1279,350
46,13,619,403,1242,889,557,307,1279,889
46,14,793,107,1630,269,709,75,1279,269
46,16,473,396,1044,898,416,296,1100,898
46,17,608,461,1446,971,525,359,1279,971
46,21,1007,385,2120,844,896,293,1279,844
46,28,668,411,1452,878,590,319,1279,878
46,31,1116,256,2047,573,1024,194,1279,573
46,38,656,424,1427,935,579,322,1279,935
46,41,999,393,2128,844,886,303,1279,844
47,2,653,167,1354,404,584,120,1279,404
47,3,985,206,2054,477,879,152,1279,477
47,4,437,431,929,942,389,330,977,942
47,5,221,273,517,632,192,202,546,632
47,6,990,369,2125,822,876,278,1279,822
47,7,933,99,1924,245,835,69,1279,245
47,9,582,167,1217,397,519,121,1279,397
47,10,805,218,1721,506,714,161,1279,506
47,11,1202,286,2497,659,1074,212,1279,659
47,12,1163,149,2387,352,1041,108,1279,352
47,13,623,402,1248,887,560,305,1279,887
47,14,806,108,1613,263,726,77,1279,263
47,16,464,397,1028,896,408,297,1084,896
47,17,594,462,1431,972,510,360,1279,972
47,21,1007,387,2128,850,894,295,1279,850
47,28,657,410,1436,874,580,318,1279,874
47,31,1126,257,2058,574,1033,194,1279,574
47,38,648,419,1411,927,573,319,1279,927
47,41,976,404,2125,863,861,313,1279,863
48,2,648,167,1347,404,579,120,1279,404
48,3,980,206,2046,478,874,153,1279,478
48,4,443,432,926,935,396,332,974,935
48,5,217,272,509,631,188,202,538,631
48,6,984,369,2119,825,872,278,1279,825
48,7,930,98,1920,246,831,70,1279,246
48,9,576,167,1209,398,513,122,1273,398
48,10,797,218,1708,506,707,161,1279,506
48,11,1195,287,2489,662,1067,213,1279,662
48,12,1160,149,2386,353,1038,108,1279,353
48,13,624,400,1253,885,561,303,1279,885
48,14,794,107,1619,267,713,76,1279,267
48,16,452,398,1013,898,397,298,1069,898
48,17,579,463,1416,973,495,362,1279,973
48,21,1006,390,2137,857,894,298,1279,857
48,28,646,409,1421,870,569,318,1279,870
48,31,1136,258,2069,576,1043,195,1279,576
48,38,645,415,1397,917,571,316,1279,917
48,41,953,414,2122,882,836,322,1279,882
49,2,642,166,1340,404,573,120,1279,404
49,3,972,206,2036,478,866,152,1279,478
49,4,439,434,921,937,391,334,969,937
49,5,211,273,500,632,182,202,528,632
49,6,979,370,2113,829,866,279,1279,829
49,7,925,99,1917,246,827,69,1279,246
49,9,571,167,1202,398,509,122,1265,398
49,10,787,218,1697,508,697,161,1279,508
49,11,1187,288,2472,662,1059,215,1279,662
49,12,1157,149,2383,354,1035,109,1279,354
49,13,628,397,1256,879,566,301,1279,879
49,14,785,107,1619,269,702,76,1279,269
49,16,444,400,1001,903,389,300,1057,903
49,17,610,451,1407,947,531,352,1279,947
49,21,1006,393,2146,863,893,299,1279,863
49,28,635,408,1405,865,559,316,1279,865
49,31,1145,259,2081,577,1052,196,1279,577
49,38,667,411,1385,890,596,317,1279,890
49,41,930,425,2119,900,811,330,1279,900
49,45,415,466,888,1009,368,358,934,1009
50,2,635,167,1330,405,567,120,1279,405
50,3,963,206,2026,479,857,152,1279,479
50,4,432,436,915,943,383,336,963,943
50,5,202,273,487,632,175,201,515,632
50,6,970,372,2102,833,857,280,1279,833
50,7,922,99,1911,247,823,70,1279,247
50,9,566,168,1196,399,503,122,1259,399
50,10,775,219,1685,511,685,161,1279,511
50,11,1178,289,2461,663,1051,215,1279,663
50,12,1153,149,2381,354,1031,108,1279,354
50,13,634,395,1258,872,572,300,1279,872
50,14,778,108,1616,272,695,77,1279,272
50,16,436,403,989,908,382,303,1044,908
50,17,609,445,1389,940,531,347,1279,940
50,21,1005,395,2154,869,891,301,1279,869
50,28,624,406,1389,861,549,315,1279,861
50,31,1155,260,2092,579,1062,197,1279,579
50,38,670,407,1377,879,600,313,1279,879
50,41,906,436,2116,919,786,340,1279,919
50,45,406,469,880,1013,359,360,927,1013
51,2,625,168,1319,406,556,120,1279,406
51,3,953,208,2016,482,848,153,1279,482
51,4,424,440,908,949,376,338,956,949
51,5,192,273,474,634,165,202,501,634
51,6,961,375,2092,838,848,282,1279,838
51,7,916,99,1905,248,818,70,1279,248
51,9,561,169,1190,400,498,123,1252,400
51,10,768,220,1673,513,677,162,1279,513
51,11,1165,289,2451,666,1037,214,1279,666
51,12,1151,149,2378,354,1029,108,1279,354
51,13,632,394,1256,868,570,299,1279,868
51,14,770,109,1609,273,687,77,1279,273
51,16,430,404,979,911,375,304,1033,911
51,17,607,441,1374,935,531,342,1279,935
51,21,1005,398,2163,876,890,303,1279,876
51,28,613,405,1373,857,538,315,1279,857
51,31,1165,261,2103,580,1072,198,1279,580
51,38,668,404,1368,871,599,311,1279,871
51,41,883,446,2113,938,761,349,1279,938
51,45,399,472,872,1016,353,363,919,1016
52,2,616,168,1308,407,547,121,1279,407
52,3,946,209,2007,485,840,155,1279,485
52,4,390,442,890,974,340,336,940,974
52,5,182,273,460,635,155,202,487,635
52,6,954,377,2082,843,842,285,1279,843
52,7,910,101,1899,251,811,72,1279,251
52,9,555,169,1183,401,493,123,1245,401
52,10,759,222,1659,515,670,163,1279,515
52,11,1151,290,2437,668,1023,214,1279,668
52,12,1150,148,2375,354,1027,108,1279,354
52,13,630,394,1255,867,567,300,1279,867
52,14,761,110,1601,274,678,77,1279,274
52,16,424,404,966,910,370,304,1020,910
52,17,605,423,1360,916,530,325,1279,916
52,21,1005,400,2172,882,888,305,1279,882
52,28,609,400,1373,864,533,308,1279,864
52,31,900,238,1824,552,808,176,1279,552
52,38,662,400,1355,863,594,309,1279,863
52,41,860,457,2110,956,735,357,1279,956
52,45,393,473,867,1019,346,365,914,1019
53,2,607,169,1297,409,539,122,1279,409
53,3,939,211,1996,487,834,156,1279,487
53,4,376,441,879,983,326,334,928,983
53,5,174,274,447,637,147,203,473,637
53,6,948,380,2073,848,836,286,1279,848
53,7,901,103,1895,254,802,74,1279,254
53,9,548,169,1174,402,486,123,1236,402
53,10,749,223,1644,518,660,165,1279,518
53,11,1138,291,2421,671,1009,215,1279,671
53,12,1148,148,2373,354,1026,107,1279,354
53,13,623,392,1253,867,560,297,1279,867
53,14,754,111,1593,276,670,78,1279,276
53,16,417,402,954,909,363,302,1007,909
53,17,595,420,1348,912,520,323,1279,912
53,21,1004,403,2181,888,887,306,1279,888
53,28,598,399,1359,860,522,306,1279,860
53,31,899,238,1824,552,808,176,1279,552
53,38,636,397,1348,876,565,303,1279,876
53,41,837,467,2107,975,710,366,1279,975
53,45,387,475,862,1021,340,366,908,1021
54,2,599,170,1286,410,531,123,1279,410
54,3,932,212,1985,489,827,157,1279,489
54,4,368,442,869,987,318,333,918,987
54,5,166,276,434,638,139,203,461,638
54,6,941,381,2064,852,830,287,1279,852
54,7,892,104,1889,256,792,74,1279,256
54,9,541,170,1164,403,480,123,1226,403
54,10,740,224,1629,519,651,166,1279,519
54,11,1125,294,2405,676,997,218,1279,676
54,12,1146,148,2370,354,1024,107,1279,354
54,13,620,390,1251,864,558,296,1279,864
54,14,746,112,1582,278,663,79,1279,278
54,16,409,401,938,906,356,300,990,906
54,17,584,417,1335,908,510,320,1279,908
54,21,1004,406,2189,895,886,309,1279,895
54,28,570,393,1335,870,493,299,1279,870
54,31,890,240,1815,554,798,177,1279,554
54,38,619,395,1333,877,548,300,1279,877
54,41,814,478,2104,994,685,376,1279,994
54,45,381,477,857,1024,334,368,904,1024
55,2,591,171,1277,412,523,123,1279,412
55,3,924,213,1974,491,819,158,1279,491
55,4,363,441,860,989,313,332,909,989
55,5,158,277,423,640,132,205,448,640
55,6,935,382,2055,856,824,288,1279,856
55,7,883,106,1880,259,784,76,1279,259
55,9,533,171,1152,405,472,125,1214,405
55,10,730,225,1616,521,642,165,1279,521
55,11,1113,297,2391,681,986,221,1279,681
55,12,1142,148,2367,355,1020,107,1279,355
55,13,621,389,1252,861,559,295,1279,861
55,14,740,112,1580,279,657,79,1279,279
55,16,411,400,911,880,361,304,961,880
55,17,574,415,1323,904,499,318,1279,904
55,21,1004,408,2198,901,885,310,1279,901
55,28,569,390,1322,868,494,296,1279,868
55,31,888,240,1813,555,797,178,1279,555
55,38,611,396,1319,875,541,300,1279,875
55,41,791,489,2101,1012,660,384,1279,1012
55,45,375,478,851,1026,328,369,898,1026
56,2,583,172,1267,415,515,125,1279,415
56,3,916,213,1963,493,812,158,1279,493
56,4,386,442,855,960,340,338,902,960
56,5,151,277,411,641,126,204,436,641
56,6,934,382,2049,856,824,287,1279,856
56,7,874,108,1872,263,774,78,1279,263
56,9,523,171,1140,406,461,124,1201,406
56,10,719,225,1608,523,631,166,1279,523
56,11,1099,300,2369,684,972,223,1279,684
56,12,1136,149,2362,357,1014,107,1279,357
56,13,621,390,1255,863,558,296,1279,863
56,14,735,112,1577,280,651,80,1279,280
56,16,404,398,889,866,357,305,937,866
56,17,563,412,1310,899,489,314,1279,899
56,21,933,407,2062,881,820,312,1279,881
56,28,572,389,1309,864,499,295,1279,864
56,31,887,240,1812,555,794,178,1279,555
56,38,607,391,1310,869,537,296,1279,869
56,41,787,229,1549,532,711,169,1279,532
56,45,369,468,842,1017,322,359,888,1017
57,2,575,174,1256,416,507,125,1279,416
57,3,908,214,1952,495,804,159,1279,495
57,4,364,442,844,979,317,334,891,979
57,5,143,278,398,643,119,206,423,643
57,6,935,382,2044,857,824,287,1279,857
57,7,865,110,1863,266,766,79,1279,266
57,9,513,172,1125,408,452,126,1186,408
57,10,709,226,1601,525,620,167,1279,525
57,11,1086,302,2351,688,961,226,1279,688
57,12,1127,150,2356,360,1004,109,1279,360
57,13,622,389,1255,861,560,295,1279,861
57,14,729,113,1574,281,645,80,1279,281
57,16,395,395,870,857,348,302,918,857
57,17,553,409,1298,895,479,312,1279,895
57,21,927,409,2061,886,814,314,1279,886
57,28,575,388,1306,865,503,293,1279,865
57,31,885,241,1811,556,793,178,1279,556
57,38,598,388,1299,865,529,293,1279,865
57,41,768,225,1526,524,693,165,1279,524
57,45,362,468,836,1018,315,359,883,1018
58,2,566,175,1244,418,499,126,1279,418
58,3,898,215,1940,497,795,159,1279,497
58,4,354,443,834,988,306,335,882,988
58,5,136,279,386,644,112,206,410,644
58,6,939,381,2041,857,829,287,1279,857
58,7,856,111,1853,268,756,80,1279,268
58,9,502,174,1113,411,441,127,1173,411
58,10,698,227,1593,527,609,168,1279,527
58,11,1075,303,2337,691,949,226,1279,691
58,12,1117,153,2349,364,995,111,1279,364
58,13,624,388,1256,859,562,294,1279,859
58,14,724,113,1572,282,640,80,1279,282
58,16,386,392,853,849,340,301,900,849
58,17,542,406,1285,891,469,310,1279,891
58,21,921,411,2060,890,807,316,1279,890
58,28,575,386,1297,862,503,291,1279,862
58,31,883,241,1810,556,790,178,1279,556
58,38,589,385,1289,861,520,291,1279,861
58,41,749,224,1508,523,675,165,1279,523
58,45,356,468,831,1019,310,359,878,1019
58,48,734,117,1520,288,656,84,1279,288
59,2,557,175,1230,420,491,128,1279,420
59,3,888,216,1928,500,785,159,1279,500
59,4,345,444,824,995,298,335,872,995
59,5,128,279,372,645,104,206,396,645
59,6,946,381,2039,856,837,287,1279,856
59,7,847,112,1844,271,748,81,1279,271
59,9,491,175,1097,413,431,128,1157,413
59,10,687,228,1585,529,598,168,1279,529
59,11,1067,304,2327,694,941,226,1279,694
59,12,1108,155,2338,368,986,114,1279,368
59,13,647,384,1275,849,585,292,1279,849
59,14,718,114,1569,283,634,81,1279,283
59,16,373,391,837,851,327,300,883,851
59,17,532,403,1273,887,458,307,1279,887
59,21,915,414,2060,895,801,318,1279,895
59,28,569,388,1280,862,499,293,1279,862
59,31,881,241,1809,557,789,179,1279,557
59,38,605,384,1294,854,536,290,1279,854
59,41,732,226,1495,527,657,166,1279,527
59,45,350,468,825,1020,303,359,873,1020
59,48,724,117,1510,288,646,83,1279,288
60,2,549,176,1217,421,482,128,1279,421
60,3,877,217,1915,503,774,160,1279,503
60,4,337,447,812,1000,290,337,860,1000
60,5,120,279,358,646,96,207,382,646
60,6,951,381,2038,855,843,287,1279,855
60,7,840,113,1832,272,741,81,1279,272
60,9,481,176,1081,415,421,129,1141,415
60,10,677,228,1578,531,587,169,1279,531
60,11,1058,304,2317,697,934,225,1279,697
60,12,1099,159,2327,372,977,117,1279,372
60,13,656,382,1273,833,596,292,1279,833
60,14,713,114,1566,284,628,81,1279,284
60,16,355,390,827,863,308,296,874,863
60,17,521,401,1260,883,448,305,1279,883
60,21,909,416,2059,899,795,319,1279,899
60,28,564,389,1264,861,494,295,1279,861
60,31,879,241,1808,558,786,179,1279,558
60,38,599,381,1285,850,531,288,1279,850
60,41,718,229,1484,533,641,169,1279,533
60,45,344,469,820,1021,297,359,867,1021
60,48,712,118,1501,290,633,84,1279,290
61,2,539,177,1203,422,473,128,1269,422
61,3,869,218,1900,505,766,161,1279,505
61,4,330,450,801,1004,284,339,848,1004
61,5,111,280,343,648,88,208,366,648
61,6,954,382,2033,856,847,289,1279,856
61,7,835,113,1818,272,737,81,1279,272
61,9,469,176,1064,416,409,129,1123,416
61,10,666,229,1570,532,576,169,1279,532
61,11,1052,305,2303,700,927,227,1279,700
61,12,1092,162,2317,376,970,120,1279,376
61,13,655,380,1274,829,594,291,1279,829
61,14,707,115,1564,285,622,81,1279,285
61,16,337,391,813,875,290,294,860,875
61,17,511,398,1248,879,437,302,1279,879
61,21,903,418,2058,904,788,322,1279,904
61,28,559,390,1250,860,491,296,1279,860
61,31,877,242,1807,558,785,179,1279,558
61,38,592,379,1276,845,524,285,1279,845
61,41,706,231,1473,536,631,171,1279,536
61,45,337,469,814,1022,290,359,862,1022
61,48,701,118,1490,291,623,84,1279,291
62,2,528,177,1187,423,463,128,1251,423
62,3,860,220,1886,508,758,163,1279,508
62,4,323,452,790,1008,276,341,836,1008
62,5,102,281,328,648,80,208,350,648
62,6,958,384,2023,852,853,290,1279,852
62,7,828,112,1806,272,731,81,1279,272
62,9,457,177,1048,418,399,129,1107,418
62,10,655,230,1562,534,565,170,1279,534
62,11,1045,306,2287,701,922,227,1279,701
62,12,1082,165,2306,380,960,122,1279,380
62,13,645,379,1276,834,582,289,1279,834
62,14,702,115,1561,286,616,82,1279,286
62,16,322,392,797,884,275,294,843,884
62,17,501,395,1235,874,428,299,1279,874
62,21,897,421,2058,908,781,323,1279,908
62,28,554,391,1235,859,487,299,1279,859
62,31,820,249,1755,572,728,184,1279,572
62,38,586,376,1267,841,518,283,1279,841
62,41,695,234,1460,539,619,173,1279,539
62,45,331,469,809,1023,284,359,856,1023
62,48,691,119,1479,292,613,85,1279,292
63,2,517,178,1170,425,453,129,1235,425
63,3,853,221,1871,509,752,163,1279,509
63,4,316,454,778,1011,270,344,824,1011
63,5,94,282,313,650,72,209,334,650
63,6,952,385,2021,857,845,290,1279,857
63,7,824,112,1794,272,728,80,1279,272
63,9,448,178,1033,420,389,130,1091,420
63,10,644,231,1555,536,553,170,1279,536
63,11,1037,307,2270,703,915,228,1279,703
63,12,1075,166,2294,381,954,123,1279,381
63,13,645,379,1273,828,583,289,1279,828
63,14,696,116,1558,287,610,82,1279,287
63,16,309,395,780,892,263,296,827,892
63,17,490,392,1223,870,417,297,1279,870
63,21,891,423,2057,913,775,325,1279,913
63,28,548,392,1223,859,481,300,1279,859
63,31,818,249,1742,573,726,185,1279,573
63,38,579,373,1258,837,512,281,1279,837
63,41,682,235,1445,541,606,174,1279,541
63,45,325,469,803,1024,277,359,851,1024
63,48,680,119,1468,293,602,84,1279,293
64,2,506,178,1155,427,442,129,1220,427
64,3,845,222,1855,511,745,164,1279,511
64,4,311,454,768,1011,266,343,812,1011
64,5,86,282,298,651,65,209,319,651
64,6,945,385,2012,859,839,290,1279,859
64,7,815,113,1785,275,719,82,1279,275
64,9,439,179,1018,422,382,131,1076,422
64,10,634,232,1547,538,542,171,1279,538
64,11,1028,308,2251,705,905,229,1279,705
64,12,1070,166,2284,382,949,123,1279,382
64,13,638,378,1270,829,575,289,1279,829
64,14,691,116,1556,288,605,82,1279,288
64,16,301,398,764,896,254,299,810,896
64,17,480,389,1210,866,407,294,1279,866
64,21,885,425,2056,918,769,328,1279,918
64,28,542,393,1212,860,475,300,1279,860
64,31,811,250,1737,575,719,186,1279,575
64,38,573,371,1250,833,505,279,1279,833
64,41,668,235,1432,543,592,174,1279,543
64,45,319,469,798,1025,271,359,845,1025
64,48,668,119,1456,295,590,85,1279,295
65,2,496,179,1139,429,433,130,1203,429
65,3,838,223,1839,512,737,165,1279,512
65,4,308,454,759,1012,264,343,804,1012
65,5,78,283,283,653,58,210,304,653
65,6,939,384,2003,860,833,290,1279,860
65,7,808,114,1777,278,711,83,1279,278
65,9,432,179,1004,423,375,132,1061,423
65,10,623,232,1539,540,532,172,1279,540
65,11,1015,310,2232,709,893,231,1279,709
65,12,1067,167,2277,384,947,125,1279,384
65,13,629,378,1266,828,567,288,1279,828
65,14,685,117,1553,289,599,82,1279,289
65,16,291,400,747,899,246,301,792,899
65,17,469,386,1198,862,396,292,1270,862
65,21,879,428,2055,922,762,329,1279,922
65,28,536,392,1200,858,470,299,1266,858
65,31,809,250,1725,575,718,185,1279,575
65,38,566,368,1241,829,499,277,1279,829
65,41,651,233,1410,539,575,172,1279,539
65,45,312,469,792,1026,265,359,839,1026
65,48,658,120,1443,296,580,85,1279,296
66,2,487,180,1125,431,423,130,1189,431
66,3,826,223,1831,514,727,166,1279,514
66,4,304,469,750,1026,260,358,794,1026
66,5,70,285,269,655,50,211,288,655
66,6,937,384,1997,860,832,289,1279,860
66,7,800,116,1766,281,704,84,1279,281
66,9,424,180,990,424,368,132,1046,424
66,10,880,224,1755,515,793,166,1279,515
66,11,1000,313,2212,714,879,234,1279,714
66,12,1070,169,2274,385,950,126,1279,385
66,13,629,376,1265,824,566,287,1279,824
66,14,680,117,1550,290,593,83,1279,290
66,16,281,400,730,901,237,301,775,901
66,17,459,384,1185,858,387,289,1257,858
66,21,873,430,2055,927,756,331,1279,927
66,28,531,391,1190,856,466,298,1254,856
66,31,807,251,1715,576,717,186,1279,576
66,38,548,388,1215,849,482,296,1279,849
66,41,642,237,1409,549,567,175,1279,549
66,45,344,454,783,973,300,351,826,973
66,48,646,121,1435,297,568,86,1279,297
67,2,478,180,1110,432,416,130,1172,432
67,3,815,224,1823,516,715,167,1279,516
67,4,304,469,743,1026,260,359,786,1026
67,5,62,285,254,657,43,211,273,657
67,6,939,383,1994,860,833,289,1279,860
67,7,794,118,1754,284,699,86,1279,284
67,9,415,180,974,425,361,132,1029,425
67,10,878,224,1756,516,791,167,1279,516
67,11,989,316,2196,719,869,236,1279,719
67,12,1071,170,2271,387,951,127,1279,387
67,13,629,375,1267,823,565,286,1279,823
67,14,674,118,1547,291,588,83,1279,291
67,16,270,400,710,901,226,300,754,901
67,17,448,381,1173,854,376,287,1244,854
67,21,867,432,2054,931,749,333,1279,931
67,28,530,389,1183,853,466,297,1248,853
67,31,800,252,1709,578,710,187,1279,578
67,38,540,388,1205,847,475,296,1271,847
67,41,626,235,1390,546,550,173,1279,546
67,45,344,453,772,966,302,351,814,966
67,48,635,121,1427,299,556,87,1279,299
68,2,470,181,1093,434,408,132,1154,434
68,3,803,225,1815,518,703,168,1279,518
68,4,305,459,738,1015,262,348,782,1015
68,5,54,286,239,659,35,212,257,659
68,6,939,383,1989,859,834,289,1279,859
68,7,783,119,1749,286,687,87,1279,286
68,9,407,181,958,426,352,132,1012,426
68,10,869,226,1750,517,781,168,1279,517
68,11,981,319,2181,724,861,239,1279,724
68,12,1073,170,2263,386,955,127,1279,386
68,13,632,373,1273,821,569,284,1279,821
68,14,841,120,1678,286,758,88,1279,286
68,16,260,399,691,900,218,299,734,900
68,17,438,378,1160,849,366,284,1232,849
68,21,861,435,2053,936,742,335,1279,936
68,28,534,388,1180,849,470,296,1244,849
68,31,793,252,1704,579,702,188,1279,579
68,38,533,387,1195,845,467,296,1261,845
68,41,621,240,1384,555,546,178,1279,555
68,45,341,452,767,963,299,351,809,963
68,48,623,122,1418,300,545,87,1279,300
69,2,460,182,1077,436,400,133,1138,436
69,3,792,226,1807,520,691,169,1279,520
69,4,306,455,735,1011,264,344,778,1011
69,5,45,287,223,661,28,213,240,661
69,6,939,383,1984,858,835,288,1279,858
69,7,773,120,1744,287,676,87,1279,287
69,9,397,182,941,428,343,133,995,428
69,10,857,227,1741,520,769,169,1279,520
69,11,972,322,2167,729,853,241,1279,729
69,12,1065,170,2258,388,946,127,1279,388
69,13,634,372,1278,821,570,283,1279,821
69,14,836,121,1676,287,753,89,1279,287
69,16,252,399,672,896,211,300,713,896
69,17,427,375,1148,845,355,281,1219,845
69,21,855,437,2053,940,736,336,1279,940
69,28,539,388,1181,848,475,296,1245,848
69,31,786,253,1699,580,694,188,1279,580
69,38,525,386,1185,843,459,296,1251,843
69,41,612,243,1368,558,537,180,1279,558
69,45,337,451,761,960,295,351,803,960
69,48,612,122,1410,301,533,87,1279,301
70,2,450,183,1060,437,390,132,1120,437
70,3,781,227,1798,521,680,168,1279,521
70,4,308,453,732,1010,266,342,774,1010
70,5,35,287,206,661,19,213,223,661
70,6,933,383,1976,859,829,289,1279,859
70,7,763,121,1739,289,666,88,1279,289
70,9,385,182,931,429,331,133,985,429
70,10,845,229,1729,522,757,170,1279,522
70,11,965,324,2154,733,847,242,1279,733
70,12,1057,171,2254,391,937,128,1279,391
70,13,632,370,1281,820,567,280,1279,820
70,14,827,121,1670,288,743,89,1279,288
70,16,243,399,653,894,203,301,693,894
70,17,456,184,854,432,417,134,893,432
70,21,849,439,2052,945,730,339,1279,945
70,28,544,387,1183,846,481,295,1247,846
70,31,778,254,1694,582,687,189,1279,582
70,38,517,386,1175,841,452,295,1240,841
70,41,603,245,1353,562,528,182,1279,562
70,45,333,450,755,956,291,349,797,956
70,48,600,123,1402,302,521,87,1279,302
71,2,440,184,1042,439,380,133,1102,439
71,3,769,228,1790,523,668,169,1279,523
71,4,304,454,725,1013,263,342,767,1013
71,5,24,288,187,663,8,214,202,663
71,6,929,383,1968,859,825,289,1279,859
