Frame,Track_ID,Orig_X1,Orig_Y1,Orig_X2,Orig_Y2,Adj_X1,Adj_Y1,Adj_X2,Adj_Y2
6,12,1281,158,2574,373,1152,116,1279,373
6,13,542,427,1118,943,485,324,1175,943
6,14,643,97,1237,244,584,69,1279,244
6,16,503,436,1027,937,451,337,1079,937
6,17,860,460,1714,1006,775,352,1279,1006
7,2,537,159,1011,385,490,115,1058,385
7,3,923,185,1811,434,835,136,1279,434
7,4,454,413,916,912,408,314,962,912
7,5,223,266,422,613,204,197,442,613
7,6,1105,348,2243,790,992,259,1279,790
7,7,812,83,1550,211,739,58,1279,211
7,8,986,124,1916,302,894,88,1279,302
7,9,477,154,890,369,437,112,931,369
7,10,801,194,1575,460,724,141,1279,460
7,11,1209,256,2405,597,1090,188,1279,597
7,12,1287,160,2584,376,1158,118,1279,376
7,13,549,424,1126,940,492,321,1182,940
7,14,661,97,1257,243,602,68,1279,243
7,16,503,440,1040,953,450,338,1092,953
7,17,872,458,1727,1003,786,350,1279,1003
8,2,552,159,1031,384,505,114,1079,384
8,3,937,185,1831,435,848,136,1279,435
8,4,461,412,925,910,415,313,971,910
8,5,234,266,436,612,214,197,456,612
8,6,1124,348,2255,787,1011,261,1279,787
8,7,829,83,1571,211,755,58,1279,211
8,8,1000,124,1940,304,906,89,1279,304
8,9,492,154,909,369,450,111,950,369
8,10,815,195,1595,462,738,142,1279,462
8,11,1220,255,2421,597,1099,187,1279,597
8,12,1293,163,2593,379,1163,120,1279,379
8,13,562,420,1137,934,504,318,1194,934
8,14,676,96,1278,242,617,67,1279,242
8,16,506,442,1048,960,452,339,1102,960
8,17,883,455,1742,1000,797,347,1279,1000
9,2,566,158,1051,384,517,114,1099,384
9,3,950,185,1852,436,860,135,1279,436
9,4,474,412,941,909,428,313,988,909
9,5,246,265,451,610,225,196,471,610
9,6,1128,347,2262,787,1015,260,1279,787
9,7,843,83,1594,211,769,58,1279,211
9,8,1014,125,1962,305,919,89,1279,305
9,9,507,154,930,369,465,111,971,369
9,10,828,197,1612,464,750,144,1279,464
9,11,1227,256,2437,599,1106,188,1279,599
9,12,1299,165,2603,381,1169,122,1279,381
9,13,572,417,1144,926,516,316,1200,926
9,14,691,95,1297,241,631,67,1279,241
9,16,510,442,1054,962,456,339,1108,962
9,17,890,451,1756,998,804,342,1279,998
9,21,735,224,1477,523,661,165,1279,523
10,2,581,158,1073,384,532,113,1122,384
10,3,964,186,1871,437,873,136,1279,437
10,4,487,412,956,907,440,313,1002,907
10,5,259,263,469,609,238,195,490,609
10,6,1131,346,2275,789,1017,258,1279,789
10,7,855,84,1617,213,779,59,1279,213
10,8,1027,126,1988,308,931,90,1279,308
10,9,522,154,952,370,479,111,995,370
10,10,840,197,1627,464,763,144,1279,464
10,11,1239,257,2457,601,1118,189,1279,601
10,12,1306,167,2613,384,1175,124,1279,384
10,13,579,414,1150,920,523,314,1207,920
10,14,704,95,1319,242,643,66,1279,242
10,16,516,440,1062,960,462,336,1116,960
10,17,901,449,1765,990,815,340,1279,990
10,21,755,224,1499,522,681,164,1279,522
11,2,596,158,1096,384,547,113,1145,384
11,3,975,186,1888,438,885,137,1279,438
11,4,496,411,967,904,450,312,1014,904
11,5,270,263,486,608,249,194,507,608
11,6,1140,345,2285,787,1026,257,1279,787
11,7,869,85,1641,214,792,59,1279,214
11,8,1042,127,2010,309,945,91,1279,309
11,9,534,154,972,370,491,111,1015,370
11,10,851,197,1645,465,772,144,1279,465
11,11,1254,258,2480,604,1132,190,1279,604
11,12,1312,169,2623,387,1181,126,1279,387
11,13,589,412,1161,917,532,312,1218,917
11,14,719,94,1342,241,657,65,1279,241
11,16,521,439,1070,960,466,336,1124,960
11,17,912,446,1773,983,827,340,1279,983
11,21,775,225,1521,523,701,165,1279,523
12,2,612,159,1119,385,561,114,1169,385
12,3,988,186,1906,437,897,136,1279,437
12,4,501,410,971,897,454,313,1018,897
12,5,277,263,499,609,255,195,521,609
12,6,1143,345,2289,786,1029,257,1279,786
12,7,884,85,1665,215,807,60,1279,215
12,8,1057,127,2032,310,960,92,1279,310
12,9,546,155,993,371,502,112,1036,371
12,10,863,197,1664,465,783,144,1279,465
12,11,1264,261,2496,607,1141,193,1279,607
12,12,1318,171,2633,390,1186,128,1279,390
12,13,592,411,1172,918,535,309,1229,918
12,14,733,95,1365,243,670,66,1279,243
12,16,533,437,1070,944,479,337,1123,944
12,17,921,445,1784,978,835,338,1279,978
12,21,793,225,1542,523,719,166,1279,523
13,2,626,159,1143,386,574,114,1194,386
13,3,1000,185,1925,436,909,135,1279,436
13,4,505,410,980,895,458,313,1026,895
13,5,285,263,514,609,263,195,537,609
13,6,1134,347,2281,787,1020,259,1279,787
13,7,900,86,1690,216,821,61,1279,216
13,8,1073,127,2055,310,975,92,1279,310
13,9,559,156,1015,373,514,113,1060,373
13,10,874,196,1683,465,794,143,1279,465
13,11,1271,261,2508,607,1147,192,1279,607
13,12,1324,174,2643,393,1192,131,1279,393
13,13,590,410,1180,924,532,308,1238,924
13,14,745,96,1390,244,680,66,1279,244
13,16,537,437,1073,942,484,336,1126,942
13,17,926,444,1795,977,839,338,1279,977
13,21,810,225,1559,523,735,166,1279,523
14,2,638,160,1165,387,585,115,1217,387
14,3,1012,185,1946,437,919,135,1279,437
14,4,520,410,997,890,474,315,1044,890
14,5,297,265,532,610,273,196,555,610
14,6,1136,348,2288,789,1021,260,1279,789
14,7,914,86,1713,216,835,61,1279,216
14,8,1089,127,2078,309,990,91,1279,309
14,9,573,157,1039,374,527,113,1085,374
14,10,884,196,1700,465,803,143,1279,465
14,11,1294,260,2507,597,1174,193,1279,597
14,12,1330,176,2653,396,1198,133,1279,396
14,13,592,410,1188,927,533,307,1247,927
14,14,759,96,1412,245,695,67,1279,245
14,16,525,434,1066,942,471,333,1119,942
14,17,931,444,1808,979,843,338,1279,979
14,21,826,225,1575,523,752,166,1279,523
15,2,650,160,1188,388,597,115,1241,388
15,3,1022,185,1964,437,928,135,1279,437
15,4,530,412,1015,894,482,316,1064,894
15,5,303,265,545,611,280,197,568,611
15,6,1139,351,2297,794,1024,264,1279,794
15,7,927,87,1736,217,847,62,1279,217
15,8,1102,127,2103,310,1002,91,1279,310
15,9,586,157,1061,375,539,114,1109,375
15,10,892,196,1716,466,810,143,1279,466
15,11,1300,256,2520,593,1179,189,1279,593
15,12,1336,178,2663,398,1203,134,1279,398
15,13,603,409,1198,922,544,308,1258,922
15,14,769,98,1436,248,703,68,1279,248
15,16,527,434,1068,941,473,333,1121,941
15,17,935,443,1820,977,848,336,1279,977
15,21,847,225,1602,524,771,167,1279,524
16,2,663,161,1211,389,608,116,1266,389
16,3,1030,186,1981,439,936,137,1279,439
16,4,535,414,1031,902,486,317,1080,902
16,5,309,265,556,611,284,197,580,611
16,6,1145,353,2309,797,1029,264,1279,797
16,7,938,87,1760,218,857,62,1279,218
16,8,1118,127,2122,311,1018,92,1279,311
16,9,599,158,1086,377,550,114,1134,377
16,10,902,198,1736,468,819,144,1279,468
16,11,1314,255,2531,592,1192,188,1279,592
16,12,1068,128,2175,312,958,92,1279,312
16,13,611,409,1203,915,552,308,1262,915
16,14,778,99,1459,250,711,69,1279,250
16,16,547,419,1066,899,495,323,1117,899
16,17,941,441,1830,974,853,335,1279,974
16,21,864,226,1620,524,789,167,1279,524
17,2,674,162,1235,391,619,116,1279,391
17,3,1040,188,2001,441,945,138,1279,441
17,4,537,434,1043,927,487,336,1093,927
17,5,316,264,570,611,291,195,595,611
17,6,1156,354,2326,800,1039,265,1279,800
17,7,950,87,1781,218,868,61,1279,218
17,8,1135,128,2141,311,1035,91,1279,311
17,9,612,158,1108,377,563,114,1157,377
17,10,912,199,1756,470,828,145,1279,470
17,11,1327,255,2543,592,1206,189,1279,592
17,12,1073,129,2178,312,964,92,1279,312
17,13,613,408,1209,914,554,306,1268,914
17,14,791,99,1482,251,723,69,1279,251
17,16,537,416,1078,915,484,317,1132,915
17,17,950,439,1818,954,864,336,1279,954
17,21,882,226,1638,524,807,166,1279,524
18,2,687,163,1258,392,630,117,1279,392
18,3,1052,191,2022,444,955,141,1279,444
18,4,537,445,1060,950,485,345,1111,950
18,5,325,264,586,612,299,195,611,612
18,6,1160,354,2333,800,1043,265,1279,800
18,7,959,87,1806,219,875,61,1279,219
18,8,1152,128,2160,312,1052,92,1279,312
18,9,624,158,1129,378,573,115,1179,378
18,10,921,201,1774,473,836,147,1279,473
18,11,1340,255,2554,591,1219,188,1279,591
18,12,1079,130,2192,315,969,94,1279,315
18,13,618,407,1214,911,559,307,1273,911
18,14,802,100,1504,252,732,70,1279,252
18,16,559,415,1097,906,506,318,1150,906
18,17,950,438,1837,960,863,335,1279,960
18,21,899,226,1655,524,824,166,1279,524
18,28,909,480,1843,1006,816,375,1279,1006
19,2,696,163,1278,393,638,117,1279,393
19,3,1059,192,2042,446,961,141,1279,446
19,4,543,448,1076,959,490,347,1128,959
19,5,328,264,597,612,302,194,624,612
19,6,1161,353,2341,802,1044,264,1279,802
19,7,968,87,1831,220,882,61,1279,220
19,8,1169,128,2179,313,1068,92,1279,313
19,9,633,159,1150,379,581,115,1201,379
19,10,928,202,1787,474,843,149,1279,474
19,11,1353,255,2566,591,1232,189,1279,591
19,12,1089,133,2214,320,976,97,1279,320
19,13,621,407,1220,910,562,307,1279,910
19,14,811,101,1526,254,741,70,1279,254
19,16,562,416,1103,905,509,318,1157,905
19,17,952,438,1851,963,862,334,1279,963
19,21,917,226,1673,524,842,166,1279,524
19,28,916,453,1853,981,823,348,1279,981
20,2,706,163,1300,394,647,117,1279,394
20,3,1066,192,2056,447,968,142,1279,447
20,4,526,451,1066,968,473,348,1119,968
20,5,331,265,607,615,304,197,634,615
20,6,1166,353,2349,802,1047,264,1279,802
20,7,974,88,1855,223,886,62,1279,223
20,8,1186,128,2198,313,1085,92,1279,313
20,9,642,159,1171,381,590,115,1224,381
20,10,934,202,1801,474,847,148,1279,474
20,11,1366,255,2577,590,1246,188,1279,590
20,12,1102,135,2238,324,989,98,1279,324
20,13,625,408,1228,910,566,307,1279,910
20,14,822,101,1549,256,749,71,1279,256
20,16,568,416,1116,907,514,318,1170,907
20,17,951,438,1858,964,861,334,1279,964
20,21,934,226,1690,525,859,167,1279,525
20,28,920,446,1858,974,827,341,1279,974
21,2,715,163,1320,395,654,117,1279,395
21,3,1072,192,2074,448,972,141,1279,448
21,4,514,455,1061,979,459,351,1115,979
21,5,337,267,621,617,309,197,649,617
21,6,1166,353,2352,802,1048,264,1279,802
21,7,981,90,1877,226,892,63,1279,226
21,8,1203,128,2218,314,1102,92,1279,314
21,9,651,160,1191,382,598,115,1244,382
21,10,939,202,1819,477,852,148,1279,477
21,11,1379,255,2589,589,1259,188,1279,589
21,12,1116,138,2263,328,1001,100,1279,328
21,13,629,408,1235,910,569,307,1279,910
21,14,834,102,1571,256,760,71,1279,256
21,16,574,416,1127,907,518,318,1182,907
21,17,947,438,1860,964,856,333,1279,964
21,21,952,226,1708,525,877,167,1279,525
21,28,924,438,1863,967,831,333,1279,967
22,2,724,163,1340,396,663,117,1279,396
22,3,1083,192,2094,448,982,140,1279,448
22,4,513,457,1061,980,459,353,1115,980
22,5,345,268,636,619,316,198,664,619
22,6,1163,354,2351,802,1045,265,1279,802
22,7,991,91,1897,227,901,64,1279,227
22,8,1220,129,2237,314,1118,92,1279,314
22,9,658,161,1208,384,603,116,1263,384
22,10,947,202,1835,478,858,148,1279,478
22,11,1393,255,2600,589,1272,189,1279,589
22,12,1129,139,2286,331,1013,102,1279,331
22,13,632,406,1246,912,571,305,1279,912
22,14,842,101,1592,257,768,70,1279,257
22,16,578,415,1136,907,522,317,1192,907
22,17,946,437,1867,965,855,332,1279,965
22,21,969,227,1726,525,894,167,1279,525
22,28,928,431,1868,960,834,325,1279,960
22,31,877,230,1772,535,788,169,1279,535
23,2,732,163,1359,397,671,117,1279,397
23,3,1088,192,2113,451,987,141,1279,451
23,4,515,458,1066,982,461,354,1121,982
23,5,351,269,648,620,322,199,676,620
23,6,1162,355,2352,803,1043,265,1279,803
23,7,998,92,1918,230,906,65,1279,230
23,8,1237,129,2256,315,1135,92,1279,315
23,9,663,162,1225,386,608,118,1279,386
23,10,953,203,1851,480,864,148,1279,480
23,11,1406,254,2612,588,1286,188,1279,588
23,12,1143,140,2307,332,1027,101,1279,332
23,13,637,405,1259,915,575,304,1279,915
23,14,851,102,1611,258,776,71,1279,258
23,16,584,414,1146,905,528,317,1202,905
23,17,945,435,1872,964,853,331,1279,964
23,21,987,227,1743,525,912,167,1279,525
23,28,932,424,1873,953,839,318,1279,953
23,31,891,231,1788,537,801,170,1279,537
24,2,739,163,1375,397,676,117,1279,397
24,3,1093,193,2125,452,990,142,1279,452
24,4,516,460,1067,984,462,356,1122,984
24,5,353,269,655,620,323,199,685,620
24,6,1160,357,2354,806,1041,268,1279,806
24,7,1003,92,1935,231,910,65,1279,231
24,8,1254,129,2275,316,1152,93,1279,316
24,9,669,162,1241,387,613,118,1279,387
24,10,957,204,1862,481,866,149,1279,481
24,11,1419,254,2623,587,1299,188,1279,587
24,12,1155,139,2326,333,1039,101,1279,333
24,13,640,405,1266,914,578,303,1279,914
24,14,856,101,1626,258,780,70,1279,258
24,16,588,413,1153,901,532,315,1208,901
24,17,942,433,1869,959,850,329,1279,959
24,21,1004,227,1761,525,930,167,1279,525
24,28,936,416,1878,947,842,311,1279,947
24,31,903,232,1803,539,813,172,1279,539
25,2,740,164,1386,398,676,117,1279,398
25,3,1094,194,2132,453,990,143,1279,453
25,4,519,460,1071,984,464,356,1126,984
25,5,351,269,658,620,321,199,689,620
25,6,1159,358,2358,809,1039,269,1279,809
25,7,1004,93,1947,232,911,65,1279,232
25,8,1270,129,2294,316,1168,92,1279,316
25,9,673,163,1254,388,615,118,1279,388
25,10,958,206,1868,483,867,151,1279,483
25,11,1432,254,2635,587,1312,188,1279,587
25,12,1162,139,2341,333,1044,100,1279,333
25,13,640,403,1269,912,577,302,1279,912
25,14,857,102,1637,260,779,71,1279,260
25,16,588,412,1157,900,531,315,1213,900
25,17,935,431,1861,954,843,328,1279,954
25,21,1022,227,1778,526,947,168,1279,526
25,28,940,409,1883,940,847,304,1279,940
25,31,911,233,1813,540,821,172,1279,540
26,2,738,163,1393,398,673,117,1279,398
26,3,1095,195,2135,453,991,144,1279,453
26,4,514,462,1066,985,459,358,1121,985
26,5,346,268,658,620,315,198,689,620
26,6,1172,360,2347,800,1055,273,1279,800
26,7,1005,92,1955,232,910,65,1279,232
26,8,1287,129,2313,317,1185,93,1279,317
26,9,674,163,1263,389,615,119,1279,389
26,10,957,208,1871,485,866,153,1279,485
26,11,1445,254,2646,586,1326,188,1279,586
26,12,1166,138,2349,333,1048,99,1279,333
26,13,637,403,1268,910,575,302,1279,910
26,14,856,103,1645,261,778,71,1279,261
26,16,579,412,1151,900,522,315,1208,900
26,17,926,430,1853,951,834,327,1279,951
26,21,1039,227,1796,526,965,168,1279,526
26,28,944,402,1888,933,850,296,1279,933
26,31,921,234,1824,542,830,174,1279,542
27,2,735,164,1399,400,669,118,1279,400
27,3,1093,197,2134,454,990,147,1279,454
27,4,510,460,1062,984,455,357,1117,984
27,5,335,268,651,620,304,197,682,620
27,6,1156,360,2346,806,1037,271,1279,806
27,7,1007,92,1956,231,913,65,1279,231
27,8,1304,130,2333,317,1201,92,1279,317
27,9,673,163,1269,388,614,119,1279,388
27,10,954,209,1868,485,863,155,1279,485
27,11,1458,254,2658,586,1339,188,1279,586
27,12,1170,138,2356,333,1052,99,1279,333
27,13,629,404,1264,911,567,303,1279,911
27,14,855,103,1652,262,776,72,1279,262
27,16,572,412,1148,901,515,316,1205,901
27,17,912,431,1840,951,820,327,1279,951
27,21,1057,227,1814,526,982,168,1279,526
27,28,948,394,1893,926,855,288,1279,926
27,31,930,236,1835,543,841,174,1279,543
28,2,732,164,1404,400,666,117,1279,400
28,3,1083,199,2137,458,978,148,1279,458
28,4,500,459,1051,982,445,355,1105,982
28,5,325,268,645,621,294,198,676,621
28,6,1142,359,2338,809,1023,271,1279,809
28,7,997,92,1961,233,901,65,1279,233
28,8,1321,130,2352,318,1218,93,1279,318
28,9,670,163,1272,388,611,119,1279,388
28,10,948,210,1865,485,856,155,1279,485
28,11,1472,254,2669,585,1352,188,1279,585
28,12,1172,137,2362,333,1053,98,1279,333
28,13,622,406,1253,908,560,307,1279,908
28,14,853,105,1655,263,773,73,1279,263
28,16,568,414,1147,903,510,317,1204,903
28,17,893,431,1821,951,801,327,1279,951
28,21,1075,227,1831,526,999,168,1279,526
28,28,952,387,1898,919,858,281,1279,919
28,31,940,237,1847,545,850,176,1279,545
29,2,729,164,1406,400,663,118,1279,400
29,3,1076,200,2137,461,970,149,1279,461
29,4,487,455,1038,979,431,351,1093,979
29,5,317,269,640,623,285,199,671,623
29,6,1123,359,2320,809,1004,270,1279,809
29,7,991,93,1960,234,895,65,1279,234
29,8,1338,130,2371,319,1235,93,1279,319
29,9,667,163,1271,387,607,119,1279,387
29,10,941,209,1860,485,849,155,1279,485
29,11,1485,253,2681,584,1366,187,1279,584
29,12,1173,137,2370,334,1055,98,1279,334
29,13,608,409,1240,911,545,309,1279,911
29,14,850,106,1657,264,769,74,1279,264
29,16,563,416,1144,904,505,319,1201,904
29,17,875,430,1802,950,782,326,1279,950
29,21,1092,228,1849,526,1016,168,1279,526
29,28,956,379,1903,912,862,273,1279,912
29,31,950,238,1858,546,860,176,1279,546
30,2,726,165,1405,400,658,119,1279,400
30,3,1069,199,2134,460,963,148,1279,460
30,4,493,452,1035,966,440,350,1088,966
30,5,312,270,636,624,280,200,668,624
30,6,1104,359,2298,809,985,269,1279,809
30,7,988,94,1959,235,891,66,1279,235
30,8,1355,130,2390,319,1251,93,1279,319
30,9,662,163,1271,387,601,119,1279,387
30,10,934,209,1855,484,843,154,1279,484
30,11,1498,253,2692,584,1379,188,1279,584
30,12,1173,138,2373,336,1054,99,1279,336
30,13,596,411,1231,915,533,310,1279,915
30,14,846,106,1657,265,766,75,1279,265
30,16,559,416,1141,903,501,319,1199,903
30,17,862,428,1760,931,773,328,1279,931
30,21,1110,228,1866,527,1034,169,1279,527
30,28,855,427,1762,937,764,325,1279,937
30,31,960,239,1869,548,869,178,1279,548
31,2,723,164,1404,398,655,118,1279,398
31,3,1063,198,2130,459,957,146,1279,459
31,4,477,448,1026,970,422,343,1080,970
31,5,306,270,630,625,274,200,662,625
31,6,1091,360,2279,809,973,271,1279,809
31,7,982,95,1958,236,885,67,1279,236
31,8,1372,130,2409,320,1268,93,1279,320
31,9,656,162,1270,387,595,118,1279,387
31,10,927,209,1849,484,835,154,1279,484
31,11,1511,253,2704,583,1392,188,1279,583
31,12,1172,139,2375,337,1052,100,1279,337
31,13,590,413,1225,917,527,313,1279,917
31,14,842,106,1657,265,762,75,1279,265
31,16,556,415,1141,902,499,317,1199,902
31,17,843,427,1724,920,754,329,1279,920
31,21,1127,228,1884,527,1052,169,1279,527
31,28,824,429,1734,944,734,327,1279,944
31,31,970,240,1880,549,879,178,1279,549
32,2,719,163,1402,396,651,117,1279,396
32,3,1056,198,2126,460,950,146,1279,460
32,4,471,444,1020,970,417,340,1075,970
32,5,300,271,624,625,268,201,656,625
32,6,1077,363,2261,812,959,274,1279,812
32,7,979,95,1955,237,882,68,1279,237
32,8,1389,131,2428,320,1286,93,1279,320
32,9,649,162,1267,387,588,118,1279,387
32,10,944,209,1813,464,859,158,1279,464
32,11,1524,253,2715,583,1406,188,1279,583
32,12,1171,140,2375,338,1051,100,1279,338
32,13,576,412,1207,914,514,312,1270,914
32,14,839,105,1655,264,758,74,1279,264
32,16,553,412,1139,901,495,315,1197,901
32,17,810,426,1707,930,721,325,1279,930
32,21,1145,228,1902,527,1069,169,1279,527
32,28,831,426,1712,924,743,327,1279,924
32,31,979,241,1891,551,888,179,1279,551
33,2,712,163,1399,397,644,117,1279,397
33,3,1046,198,2121,461,939,146,1279,461
33,4,467,441,1014,968,412,337,1068,968
33,5,291,270,616,625,260,200,648,625
33,6,1069,364,2249,813,951,275,1279,813
33,7,976,96,1951,237,878,68,1279,237
33,8,1406,131,2448,321,1302,93,1279,321
33,9,639,162,1261,388,578,118,1279,388
33,10,933,209,1802,464,847,159,1279,464
33,11,1537,253,2727,582,1419,188,1279,582
33,12,1170,141,2375,339,1050,101,1279,339
33,13,566,440,1197,944,504,340,1260,944
33,14,836,105,1653,263,755,74,1279,263
33,16,554,409,1146,902,495,311,1205,902
33,17,784,456,1690,970,694,353,1279,970
33,21,1162,228,1919,527,1087,169,1279,527
33,28,824,425,1692,916,738,327,1279,916
33,31,989,242,1902,552,899,180,1279,552
34,2,707,163,1394,396,639,117,1279,396
34,3,1037,198,2115,462,930,145,1279,462
34,4,460,439,1004,965,406,334,1058,965
34,5,282,270,607,627,250,200,638,627
34,6,1066,364,2241,813,950,275,1279,813
34,7,968,96,1950,238,870,68,1279,238
34,8,1422,131,2467,322,1319,94,1279,322
34,9,632,163,1256,388,570,118,1279,388
34,10,897,210,1818,481,805,157,1279,481
34,11,1551,253,2738,581,1433,187,1279,581
34,12,1168,141,2374,340,1048,102,1279,340
34,13,562,454,1191,959,500,353,1254,959
34,14,834,104,1650,262,752,73,1279,262
34,16,550,406,1149,904,490,306,1208,904
34,17,774,436,1680,954,684,333,1279,954
34,21,1180,228,1937,527,1104,169,1279,527
34,28,796,423,1691,933,708,321,1279,933
34,31,999,243,1913,554,908,181,1279,554
35,2,700,163,1388,396,631,117,1279,396
35,3,1032,199,2111,464,924,147,1279,464
35,4,452,436,994,962,399,331,1047,962
35,5,274,271,598,628,242,200,630,628
35,6,1064,363,2235,812,948,274,1279,812
35,7,963,96,1948,238,865,68,1279,238
35,8,1439,131,2486,322,1336,93,1279,322
35,9,627,163,1253,388,565,118,1279,388
35,10,876,211,1820,490,782,156,1279,490
35,11,1564,253,2750,581,1446,188,1279,581
35,12,1168,141,2372,340,1048,102,1279,340
35,13,580,422,1185,907,519,326,1245,907
35,14,826,103,1648,261,744,72,1279,261
35,16,539,407,1143,911,479,306,1203,911
35,17,762,436,1668,954,672,333,1279,954
35,21,1197,229,1955,527,1122,169,1279,527
35,28,776,420,1673,936,687,317,1279,936
35,31,1009,244,1925,556,918,183,1279,556
36,2,692,163,1384,396,623,116,1279,396
36,3,1027,200,2106,465,919,147,1279,465
36,4,447,433,985,959,394,328,1038,959
36,5,263,272,585,630,231,202,617,630
36,6,1061,361,2230,812,945,272,1279,812
36,7,962,95,1945,237,864,67,1279,237
36,8,1456,131,2505,323,1352,94,1279,323
36,9,623,163,1250,389,560,119,1279,389
36,10,868,211,1814,491,774,155,1279,491
36,11,1577,252,2761,580,1459,187,1279,580
36,12,1168,141,2372,340,1048,102,1279,340
36,13,579,410,1187,896,519,313,1247,896
36,14,820,103,1644,261,738,71,1279,261
36,16,527,408,1131,913,467,308,1191,913
36,17,751,436,1656,954,660,333,1279,954
36,21,1215,229,1972,528,1139,170,1279,528
36,28,764,417,1652,931,676,314,1279,931
36,31,1018,245,1936,557,927,183,1279,557
37,2,687,163,1381,397,618,117,1279,397
37,3,1023,201,2100,466,916,148,1279,466
37,4,445,430,981,957,392,325,1034,957
37,5,252,274,572,631,220,203,604,631
37,6,1077,359,2206,793,964,273,1279,793
37,7,960,94,1943,237,862,67,1279,237
37,8,1473,131,2524,324,1369,94,1279,324
37,9,619,164,1248,389,556,119,1279,389
37,10,864,210,1806,491,770,155,1279,491
37,11,1239,320,2580,696,1106,245,1279,696
37,12,1169,141,2373,339,1049,101,1279,339
37,13,580,406,1186,891,519,309,1247,891
37,14,814,103,1642,262,732,71,1279,262
37,16,517,408,1120,914,457,308,1179,914
37,17,739,436,1644,954,649,333,1279,954
37,21,1064,391,2190,839,952,302,1279,839
37,28,752,415,1629,926,665,313,1279,926
37,31,1028,246,1947,559,937,185,1279,559
38,2,682,164,1378,398,613,118,1279,398
38,3,1021,201,2094,466,913,149,1279,466
38,4,441,428,977,957,388,323,1030,957
38,5,242,275,560,632,210,203,592,632
38,6,1082,358,2194,785,971,273,1279,785
38,7,958,94,1942,237,860,66,1279,237
38,8,1490,132,2543,324,1385,94,1279,324
38,9,614,164,1247,390,552,119,1279,390
38,10,861,211,1797,490,768,155,1279,490
38,11,1248,303,2567,675,1116,229,1279,675
38,12,1171,140,2375,339,1051,101,1279,339
38,13,583,406,1191,892,523,310,1251,892
38,14,811,104,1639,263,728,72,1279,263
38,16,514,408,1114,913,454,307,1174,913
38,17,727,436,1633,954,637,333,1279,954
38,21,1063,392,2192,843,950,302,1279,843
38,28,738,414,1606,924,652,313,1279,924
38,31,1038,247,1958,560,946,185,1279,560
39,2,679,164,1376,399,609,119,1279,399
39,3,1018,201,2091,466,910,148,1279,466
39,4,437,428,972,959,384,321,1024,959
39,5,237,276,553,634,205,205,585,634
39,6,1048,357,2191,798,934,269,1279,798
39,7,954,94,1942,237,856,66,1279,237
39,8,1507,132,2563,325,1402,94,1279,325
39,9,611,164,1245,391,548,120,1279,391
39,10,856,210,1790,490,763,154,1279,490
39,11,1252,291,2560,661,1122,217,1279,661
39,12,1172,140,2378,339,1052,101,1279,339
39,13,586,407,1196,894,526,311,1256,894
39,14,808,104,1637,263,726,72,1279,263
